,Unnamed: 0,List Sr.No.,Set No.,2025 Set,First Name,Surname,Country,State Association,DOB,Age,Specialism,Unnamed: 10,Unnamed: 11,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),"2024
Team","2024
IPL",C/U/A,"Reserve Price Rs
Lakh",Player Name
425,459,460,64,UAL8,Abid,Mushtaq,India,JKCA,17/01/1997,28,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Abid Mushtaq
426,460,461,64,UAL8,Mahesh,Pithiya,India,BCA,24/12/2001,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Mahesh Pithiya
427,461,462,64,UAL8,Maramreddy,Reddy,India,ACA,28/10/2002,22,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Maramreddy Reddy
428,462,463,64,UAL8,Atit,Sheth,India,BCA,03/02/1996,29,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Atit Sheth
429,463,464,64,UAL8,Jonty,Sidhu,India,DDCA,09/12/1997,27,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Jonty Sidhu
430,464,465,65,UFA8,Mohit,Avasthi,India,MCA,18/11/1992,32,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Mohit Avasthi
431,465,466,65,UFA8,Faridoon,Dawoodzai,Afghanistan,,26/11/2005,19,BOWLER,LHB,LEFT ARM Fast Medium,,,,,,,,Uncapped,30,Faridoon Dawoodzai
432,466,467,65,UFA8,Praful,Hinge,India,VCA,18/01/2002,23,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Praful Hinge
433,468,469,65,UFA8,Vijay,Kumar,India,UPCA,24/12/2005,19,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Vijay Kumar
434,469,470,65,UFA8,Ashok,Sharma,India,RCA,17/06/2002,22,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Ashok Sharma
435,470,471,65,UFA8,Mujtaba,Yousuf,India,JKCA,07/06/2002,22,BOWLER,LHB,LEFT ARM Fast Medium,,,,,,,,Uncapped,30,Mujtaba Yousuf
436,471,472,66,AL9,Ashton,Agar,Australia,,14/10/1993,31,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,5.0,22.0,49.0,,,,,Capped,125,Ashton Agar
437,472,473,66,AL9,Roston,Chase,West Indies,,22/03/1992,33,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,49.0,49.0,25.0,,,,,Capped,75,Roston Chase
438,473,474,66,AL9,Junior,Dala,South Africa,,29/12/1989,35,ALL-ROUNDER,RHB,RIGHT ARM Fast,,2.0,10.0,1.0,DC,,,Capped,75,Junior Dala
439,474,475,66,AL9,Mahedi,Hasan,Bangladesh,,12/12/1994,30,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,11.0,51.0,,,,,Capped,75,Mahedi Hasan
440,475,476,66,AL9,Nangeyalia,Kharote,Afghanistan,,25/04/2004,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,4.0,6.0,,,,,Capped,75,Nangeyalia Kharote
441,476,477,66,AL9,Dan,Lawrence,England,,12/07/1997,27,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,14.0,,,,,,,Capped,100,Dan Lawrence
442,477,478,66,AL9,Nathan,Smith,New Zealand,,15/07/1998,26,ALL-ROUNDER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,,,,,Capped,100,Nathan Smith
443,478,479,67,FA9,James,Anderson,England,,30/07/1982,42,BOWLER,LHB,RIGHT ARM Fast,188.0,194.0,19.0,,,,,Capped,125,James Anderson
444,479,480,67,FA9,Kyle,Jamieson,New Zealand,,30/12/1994,30,BOWLER,RHB,RIGHT ARM Fast,19.0,13.0,13.0,9.0,"RCB,CSK",,,Capped,150,Kyle Jamieson
445,480,481,67,FA9,Chris,Jordan,England,,04/10/1988,36,BOWLER,RHB,RIGHT ARM Fast,8.0,35.0,95.0,34.0,"RCB,SRH,PBKS,CSK,MI",,,Capped,200,Chris Jordan
446,481,482,67,FA9,Hasan,Mahmud,Bangladesh,,12/02/1997,28,BOWLER,RHB,RIGHT ARM Fast Medium,6.0,22.0,18.0,,,,,Capped,75,Hasan Mahmud
447,482,483,67,FA9,Tymal,Mills,England,,12/08/1992,32,BOWLER,RHB,LEFT ARM Fast,,,16.0,10.0,"RCB,MI",,,Capped,200,Tymal Mills
448,483,484,67,FA9,David,Payne,England,,15/02/1991,34,BOWLER,RHB,LEFT ARM Fast Medium,,1.0,,,,,,Capped,100,David Payne
449,484,485,67,FA9,Nahid,Rana,Bangladesh,,25/10/2002,22,BOWLER,RHB,RIGHT ARM Fast,5.0,,,,,,,Capped,75,Nahid Rana
450,485,486,68,UBA9,Prayas Ray,Barman,India,CAB,25/10/2002,22,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Prayas Ray Barman
451,486,487,68,UBA9,Jafar,Jamal,India,TNCA,20/03/1990,35,BATTER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Jafar Jamal
452,487,488,68,UBA9,Ayaz,Khan,India,MCA,10/09/2002,22,BATTER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Ayaz Khan
453,488,489,68,UBA9,Kaushik,Maity,India,CAB,14/10/1999,25,BATTER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Kaushik Maity
454,489,490,68,UBA9,Rituraj,Sharma,India,UPCA,27/11/2002,22,BATTER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Rituraj Sharma
455,490,491,68,UBA9,Vaibhav,Suryavanshi,India,BICA,27/03/2011,14,BATTER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Vaibhav Suryavanshi
456,491,492,69,UAL9,Kartik,Chadha,India,PCA,08/01/2004,21,ALL-ROUNDER,LHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Kartik Chadha
457,493,494,69,UAL9,Prerit,Dutta,India,PCA,22/09/1998,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Prerit Dutta
458,494,495,69,UAL9,Rajneesh,Gurbani,India,MACA,28/01/1993,32,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Rajneesh Gurbani
459,495,496,69,UAL9,Shubhang,Hegde,India,KSCA,30/03/2001,24,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Shubhang Hegde
460,496,497,69,UAL9,Saransh,Jain,India,MPCA,31/03/1993,32,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Saransh Jain
461,497,498,69,UAL9,Ripal,Patel,India,GUCA,28/09/1995,29,ALL-ROUNDER,RHB,RIGHT ARM Medium,,,,9.0,DC,,,Uncapped,30,Ripal Patel
462,499,500,70,UFA9,Anirudh,Kanwar,India,UTCA,13/03/1994,31,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Anirudh Kanwar
463,500,501,70,UFA9,Shubham,Kapse,India,VCA,22/07/1994,30,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Shubham Kapse
464,501,502,70,UFA9,Atif,Mushtaq,India,JKCA,20/03/2003,22,BOWLER,LHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Atif Mushtaq
465,502,503,70,UFA9,Dipesh,Parwani,India,VCA,14/01/2000,25,BOWLER,LHB,LEFT ARM Fast Medium,,,,,,,,Uncapped,30,Dipesh Parwani
466,503,504,70,UFA9,Manish,Reddy,India,HYCA,07/01/1999,26,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Manish Reddy
467,504,505,70,UFA9,Chetan,Sharma,India,RCA,23/11/2005,19,BOWLER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Chetan Sharma
468,505,506,70,UFA9,Avinash,Singh,India,JKCA,05/07/1998,26,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Avinash Singh
469,506,507,72,AL10,Alick,Athanaze,West Indies,,07/12/1998,26,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,9.0,11.0,4.0,,,,,Capped,75,Alick Athanaze
470,507,508,72,AL10,Hilton,Cartwright,Australia,,14/02/1992,33,ALL-ROUNDER,RHB,RIGHT ARM Medium,2.0,2.0,,,,,,Capped,75,Hilton Cartwright
471,508,509,72,AL10,Dominic,Drakes,West Indies,,06/02/1998,27,ALL-ROUNDER,LHB,LEFT ARM Fast,,3.0,10.0,0.0,GT,,,Capped,125,Dominic Drakes
472,509,510,72,FA10,Daryn,Dupavillon,South Africa,,15/07/1994,30,BOWLER,RHB,RIGHT ARM Fast,,2.0,,,,,,Capped,75,Daryn Dupavillon
473,510,511,72,AL10,Matthew,Forde,West Indies,,29/04/2002,22,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,6.0,6.0,,,,,Capped,125,Matthew Forde
474,511,512,72,AL10,Patrick,Kruger,South Africa,,03/02/1995,30,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,6.0,,,,,Capped,75,Patrick Kruger
475,512,513,72,FA10,Lahiru,Kumara,Sri Lanka,,13/02/1997,28,BOWLER,LHB,RIGHT ARM Fast,31.0,31.0,26.0,,,,,Capped,75,Lahiru Kumara
476,513,514,72,AL10,Michael,Neser,Australia,,29/03/1990,35,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,1.0,PBKS,,,Capped,75,Michael Neser
477,514,515,72,FA10,Richard,Ngarava,Zimbabwe,,29/12/1997,27,BOWLER,LHB,LEFT ARM Fast Medium,5.0,44.0,60.0,,,,,Capped,75,Richard Ngarava
478,515,516,72,FA10,Wayne,Parnell,South Africa,,30/07/1989,35,BOWLER,LHB,LEFT ARM Fast Medium,6.0,73.0,56.0,33.0,"PWI,DC,RCB",,,Capped,100,Wayne Parnell
479,516,517,72,AL10,Keemo,Paul,West Indies,,21/02/1998,27,ALL-ROUNDER,RHB,RIGHT ARM Fast,3.0,30.0,23.0,8.0,DC,,,Capped,125,Keemo Paul
480,517,518,72,AL10,Odean,Smith,West Indies,,01/11/1996,28,ALL-ROUNDER,RHB,RIGHT ARM Medium,,9.0,27.0,6.0,"PBKS,GT",,,Capped,75,Odean Smith
481,518,519,72,FA10,Andrew,Tye,Australia,,12/12/1986,38,BOWLER,RHB,RIGHT ARM Fast Medium,,7.0,32.0,30.0,"GL,PBKS,RR,LSG",,,Capped,75,Andrew Tye
482,519,520,73,UAL10,Ajay,Ahlawat,India,DDCA,27/05/1997,27,ALL-ROUNDER,LHB,LEFT ARM Fast,,,,,,,,Uncapped,40,Ajay Ahlawat
483,521,522,73,UAL10,Mayank,Gusain,India,DDCA,25/09/2001,23,ALL-ROUNDER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Mayank Gusain
484,522,523,73,UAL10,Mukhtar,Hussain,India,ASCA,11/01/1999,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Mukhtar Hussain
485,523,524,73,UAL10,Girinath,Reddy,India,ACA,08/10/1998,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Girinath Reddy
486,524,525,73,UAL10,Jalaj,Saxena,India,KCA,15/12/1986,38,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,1.0,"MI,RCB,DC,PBKS",,,Uncapped,40,Jalaj Saxena
487,525,526,73,UAL10,Yajas,Sharma,India,DDCA,21/08/2005,19,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Yajas Sharma
488,526,527,73,UAL10,Sanjay,Yadav,India,TNCA,10/05/1995,29,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,1.0,"KKR, SRH,MI",,,Uncapped,30,Sanjay Yadav
489,527,528,74,UFA10,Vishal,Godara,India,RCA,25/02/2003,22,BOWLER,LHB,RIGHT ARM Medium,,,,,,,,Uncapped,30,Vishal Godara
490,528,529,74,UFA10,Eshan,Malinga,Sri Lanka,,04/02/2001,24,BOWLER,LHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Eshan Malinga
491,529,530,74,UFA10,Samarth,Nagraj,India,KSCA,21/10/2005,19,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Samarth Nagraj
492,530,531,74,UFA10,Abhishek,Saini,India,UTCA,02/12/1998,26,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Abhishek Saini
493,531,532,74,UFA10,Dumindu,Sewmina,Sri Lanka,,19/12/2004,20,BOWLER,RHB,RIGHT ARM Medium,,,,,,,,Uncapped,30,Dumindu Sewmina
494,532,533,74,UFA10,Pradyuman Kumar,Singh,India,UTCA,03/12/2001,23,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Pradyuman Kumar Singh
495,533,534,74,UFA10,Vasu,Vats,India,UPCA,08/09/2002,22,BOWLER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Vasu Vats
496,534,535,75,UAL11,Umang,Kumar,India,GUCA,11/12/2000,24,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Umang Kumar
497,535,536,75,UAL11,Mohamed,Ali,India,TNCA,03/10/2004,20,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Mohamed Ali
498,536,537,75,UAL11,Atharva,Ankolekar,India,MCA,26/09/2000,24,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Atharva Ankolekar
499,537,538,75,UAL11,Vaisakh,Chandran,India,KCA,31/05/1996,28,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Vaisakh Chandran
500,538,539,75,UAL11,Auqib,Dar,India,JKCA,04/11/1996,28,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Auqib Dar
501,539,540,75,UAL11,Rohit,Rayudu,India,HYCA,29/07/1994,30,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Rohit Rayudu
502,540,541,75,UAL11,Uday,Saharan,India,PCA,08/09/2004,20,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Uday Saharan
503,541,542,75,UAL11,Ayush,Vartak,India,MCA,29/10/2004,20,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Ayush Vartak
504,543,544,76,UAL12,Sumit Kumar,Beniwal,India,DDCA,11/04/1999,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Sumit Kumar Beniwal
505,544,545,76,UAL12,Nishunk,Birla,India,UTCA,22/10/2004,20,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Nishunk Birla
506,546,547,76,UAL12,Lakshay,Jain,India,TNCA,05/07/2002,22,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Lakshay Jain
507,547,548,76,UAL12,Duan,Jansen,South Africa,,01/05/2000,24,ALL-ROUNDER,RHB,LEFT ARM Fast,,,,,,,,Uncapped,30,Duan Jansen
508,548,549,76,UAL12,Kritagya,Singh,India,UPCA,25/09/2000,24,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Kritagya Singh
509,549,550,76,UAL12,P.,Vignesh,India,TNCA,06/04/2005,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,P. Vignesh
510,550,551,77,UAL13,Sabhay,Chadha,India,CAP,07/05/1998,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Sabhay Chadha
511,552,553,77,UAL13,Hemanth,Kumar,India,ACA,12/12/2004,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Hemanth Kumar
512,553,554,77,UAL13,Rohan,Rana,India,HCA,12/01/2002,23,ALL-ROUNDER,RHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Rohan Rana
513,554,555,77,UAL13,Bharat,Sharma,India,CAP,15/11/1995,29,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Bharat Sharma
514,556,557,77,UAL13,Tripurana,Vijay,India,ACA,05/09/2001,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Tripurana Vijay
515,557,558,77,UAL13,Ravi,Yadav,India,JSCA,26/12/1997,27,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Ravi Yadav
516,558,559,78,UAL14,Arjun,Azad,India,UTCA,08/08/2001,23,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Arjun Azad
517,559,560,78,UAL14,Abhay,Choudhary,India,PCA,26/06/2002,22,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Abhay Choudhary
518,560,561,78,UAL14,Gaurav,Gambhir,India,UTCA,26/11/1987,37,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Gaurav Gambhir
519,561,562,78,UAL14,Shubham,Garhwal,India,RCA,14/05/1995,29,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Shubham Garhwal
520,562,563,78,UAL14,Tejasvi,Jaiswal,India,TCA,02/03/1997,28,ALL-ROUNDER,LHB,RIGHT ARM Fast,,,,,,,,Uncapped,30,Tejasvi Jaiswal
521,563,564,78,UAL14,Sairaj,Patil,India,MCA,31/10/1996,28,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Sairaj Patil
522,564,565,78,UAL14,Madhav,Tiwari,India,MPCA,28/09/2003,21,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Madhav Tiwari
523,565,566,78,UAL14,Kamal,Tripathi,India,MPCA,15/08/1998,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Kamal Tripathi
524,566,567,79,UAL15,Prashant,Chauhan,India,CAU,01/04/2001,24,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,,,,,,,,Uncapped,30,Prashant Chauhan
525,567,568,79,UAL15,Yash,Dabas,India,DDCA,08/12/2004,20,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,,,,,,,,Uncapped,30,Yash Dabas
526,568,569,79,UAL15,Dhruv,Kaushik,India,DDCA,11/07/2000,24,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Dhruv Kaushik
527,569,570,79,UAL15,Khrievitso,Kense,India,NCA,06/03/2004,21,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,,,,,,,,Uncapped,30,Khrievitso Kense
528,570,571,79,UAL15,Akash,Parkar,India,MCA,20/05/1994,30,ALL-ROUNDER,RHB,RIGHT ARM Medium,,,,,,,,Uncapped,30,Akash Parkar
529,571,572,79,UAL15,Vignesh,Puthur,India,KCA,02/03/2001,24,ALL-ROUNDER,RHB,LEFT ARM Slow Unorthodox,,,,,,,,Uncapped,30,Vignesh Puthur
530,572,573,79,UAL15,Tripuresh,Singh,India,MPCA,13/04/2002,22,ALL-ROUNDER,RHB,RIGHT ARM Medium,,,,,,,,Uncapped,30,Tripuresh Singh
531,573,574,79,UAL15,Vijay,Yadav,India,UPCA,19/12/2001,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,,,,,,,,Uncapped,30,Vijay Yadav
